ind_code,region,pop_code,fam,fam2,index,X1C,CV_Solanum,CV_Sample,batch,ht,stemwid,numcap,numfls,dff,bench,BIOMASS,SLA
WR21B-1A,VT,WR,WR21B,WR.21B,1.46,1.89,2.76,2.51,1,NA,NA,NA,NA,NA,A,11.5,2.741753589
WR21B-1B,VT,WR,WR21B,WR.21B,1.424,1.84,4.02,3.04,4,NA,NA,NA,NA,NA,B,13.2,2.47884571
WR21B-1C,VT,WR,WR21B,WR.21B,1.429,1.85,2.89,2.26,4,NA,NA,NA,NA,NA,C,10.5,3.01592895
WR21B-2A,VT,WR,WR21B,WR.21B,1.43,1.85,2.55,2.4,2,NA,NA,NA,NA,NA,A,4.2,4.20827295
WR21B-2B,VT,WR,WR21B,WR.21B,1.443,1.87,4.56,3.49,4,77.6,6.14,28,23,NA,B,18.1,2.62254691
WR21B-2C,VT,WR,WR21B,WR.21B,1.442,1.87,2.98,2.51,4,NA,NA,NA,NA,NA,C,NA,NA
WR4-1A,VT,WR,WR4,WR.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,5.4,4.308469925
WR4-1B,VT,WR,WR4,WR.4,1.449,1.88,3.08,2.82,4,73.8,6.86,33,7,56,B,18.7,3.351032164
WR4-2A,VT,WR,WR4,WR.4,1.456,1.89,2.69,2.41,1,71.2,7.35,52,15,49,A,19.5,2.661113777
WR4-2B,VT,WR,WR4,WR.4,1.44,1.86,2.96,2.31,2,NA,NA,NA,NA,NA,B,10.3,3.850122061
WR4-2C,VT,WR,WR4,WR.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,7,3.231352444
WR4-3A,VT,WR,WR4,WR.4,1.462,1.89,2.27,2.13,1,71.7,6.6,10,3,69,A,5.9,3.933820366
WR6B-1A,VT,WR,WR6B,WR.6B,NA,NA,NA,NA,NA,78.7,5.68,7,1,59,A,12.4,3.619114737
WR6B-1B,VT,WR,WR6B,WR.6B,1.471,1.9,3.29,2.53,4,77.3,6.8,18,2,70,B,15.8,3.769911184
WR6B-1C,VT,WR,WR6B,WR.6B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,6,4.308469925
WR6B-2A,VT,WR,WR6B,WR.6B,NA,NA,NA,NA,NA,92.6,4.39,2,0,60,A,4.7,3.850122061
WR6B-2B,VT,WR,WR6B,WR.6B,1.465,1.9,3.85,2.92,4,NA,NA,NA,NA,NA,B,15.9,2.54867235
WR6B-2C,VT,WR,WR6B,WR.6B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,8.3,3.769911184
WR7-1A,VT,WR,WR7,WR.7,1.475,1.91,2.96,3.04,1,110.2,6.08,18,0,61,A,12,4.639890688
WR7-1B,VT,WR,WR7,WR.7,NA,NA,NA,NA,NA,88.5,6.71,28,4,52,B,15.3,4.730868937
WR7-1C,VT,WR,WR7,WR.7,1.451,1.88,3.75,2.68,3,73.1,4.8,20,0,57,C,7.6,3.479918016
WR7-2A,VT,WR,WR7,WR.7,1.441,1.87,3.49,2.8,1,117.5,5.65,12,0,65,A,10.7,4.308469925
WR7-2B,VT,WR,WR7,WR.7,NA,NA,NA,NA,NA,91.2,7.57,24,4,50,B,16.5,2.54867235
WR7-3A,VT,WR,WR7,WR.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,A,3.9,3.231352444
WR8-1A,VT,WR,WR8,WR.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4.7,3.619114737
WR8-1B,VT,WR,WR8,WR.8,NA,NA,NA,NA,NA,81,5.49,16,8,51,B,12.9,2.636877768
WR8-1C,VT,WR,WR8,WR.8,1.49,1.93,3.26,3.86,3,NA,NA,NA,NA,NA,C,9.6,2.380996537
WR8-2B,VT,WR,WR8,WR.8,1.484,1.92,5.34,4.58,4,NA,NA,NA,NA,NA,B,6.7,3.231352444
WR8-2C,VT,WR,WR8,WR.8,1.447,1.87,2.92,2.58,3,69.6,4.51,15,6,48,C,12.2,2.872313283
WR8-3A,VT,WR,WR8,WR.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,5.8,3.769911184
WRR-1A,VT,WR,WRR,WR.R,1.478,1.91,2.62,2.6,1,NA,NA,NA,NA,NA,A,4,4.468042885
WRR-1B,VT,WR,WRR,WR.R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,NA,NA
WRR-1C,VT,WR,WRR,WR.R,1.445,1.87,3.55,3.07,4,70.5,5.2,4,0,NA,C,10.6,4.308469925
WRR-2A,VT,WR,WRR,WR.R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4.7,3.692974221
WRR-3A,VT,WR,WRR,WR.R,NA,NA,NA,NA,NA,90.3,4.83,17,0,56,A,13.9,3.414259186
WRY-1A,VT,WR,WRY,WR.Y,NA,NA,NA,NA,NA,105,5.72,6,0,66,A,10,3.290104306
WRY-1C,VT,WR,WRY,WR.Y,1.492,1.93,4.12,3.69,4,NA,NA,NA,NA,NA,C,6.8,2.918640917
WRY-2B,VT,WR,WRY,WR.Y,1.433,1.86,4.13,3.02,4,NA,NA,NA,NA,NA,B,3.6,3.17466205
WRY-2C,VT,WR,WRY,WR.Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,6.4,3.548151703
WRY-3A,VT,WR,WRY,WR.Y,NA,NA,NA,NA,NA,78.1,5.35,10,3,54,A,6.1,3.351032164
WV1-1B,NY,WV,WV1,WV.1,1.468,1.9,2.87,2.43,2,75,5.72,11,0,65,B,6.7,4.308469925
WV1-1C,NY,WV,WV1,WV.1,NA,NA,NA,NA,NA,78.6,4.79,23,0,61,C,10.9,2.741753589
WV1-2A,NY,WV,WV1,WV.1,NA,NA,NA,NA,NA,86,7.14,17,1,59,A,12.9,3.119926497
WV1-2B,NY,WV,WV1,WV.1,1.496,1.94,3.26,3.06,4,106.3,5.16,15,0,65,B,13.4,2.783934413
WV1-2C,NY,WV,WV1,WV.1,NA,NA,NA,NA,NA,82.3,7.49,14,0,65,C,14.1,3.769911184
WV1-3A,NY,WV,WV1,WV.1,1.567,2.03,3.49,4.01,1,100.6,6.7,18,1,66,A,12.3,2.661113777
WV10-1A,NY,WV,WV10,WV.10,NA,NA,NA,NA,NA,81.5,4.93,7,0,73,A,7.7,2.661113777
WV10-1C,NY,WV,WV10,WV.10,1.523,1.97,3.33,2.85,4,NA,NA,NA,NA,NA,C,4.4,3.290104306
WV10-1xB,NY,WV,WV10,WV.10,1.498,1.94,3.13,2.35,4,81.4,5.23,1,0,39,B,NA,3.119926497
WV10-1yB,NY,WV,WV10,WV.10,NA,NA,NA,NA,NA,79.1,4.51,26,0,39,B,18.1,NA
WV10-2A,NY,WV,WV10,WV.10,NA,NA,NA,NA,NA,64,8.21,2,0,73,A,4.2,3.231352444
WV10-2B,NY,WV,WV10,WV.10,1.529,1.98,2.67,2.27,2,92.4,5.18,13,2,NA,B,9.6,4.112630383
WV10-3A,NY,WV,WV10,WV.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,3.9,4.20827295
WV11-1A,NY,WV,WV11,WV.11,NA,NA,NA,NA,NA,77.4,4.9,10,0,54,A,7.3,3.692974221
WV11-2A,NY,WV,WV11,WV.11,1.517,1.96,3.07,2.69,1,NA,NA,NA,NA,NA,A,4.2,5.026548246
WV11-2B,NY,WV,WV11,WV.11,1.499,1.94,2.41,2.09,2,NA,NA,NA,NA,58,B,15.3,2.872313283
WV11-2C,NY,WV,WV11,WV.11,1.507,1.95,2.91,2.43,3,88,5.83,14,0,56,C,10.6,4.761993075
WV11-3A,NY,WV,WV11,WV.11,NA,NA,NA,NA,NA,90.7,5.65,10,0,68,A,6.1,4.89069559
WV12-1A,NY,WV,WV12,WV.12,1.505,1.95,3.16,2.77,1,107,6.01,27,0,63,A,13.9,3.850122061
WV12-1B,NY,WV,WV12,WV.12,1.504,1.95,4.11,4.26,2,102.3,5.5,19,0,62,B,11.8,4.112630383
WV12-2A,NY,WV,WV12,WV.12,NA,NA,NA,NA,NA,92.5,5.3,27,1,30,A,NA,2.585081955
WV12-2B,NY,WV,WV12,WV.12,1.514,1.96,2.7,2.39,2,102.3,5.8,10,0,70,B,13.5,4.112630383
WV2-1A,NY,WV,WV2,WV.2,1.51,1.96,2.7,2.19,1,NA,NA,NA,NA,NA,A,3.9,3.548151703
WV2-1B,NY,WV,WV2,WV.2,1.499,1.94,2.87,2.39,2,106.3,5.67,27,1,62,B,21.8,2.319945344
WV2-1C,NY,WV,WV2,WV.2,1.478,1.91,3.15,2.74,3,87.2,5.17,15,0,61,C,11.2,2.942369705
WV2-2B,NY,WV,WV2,WV.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,5.3,2.661113777
WV2-2C,NY,WV,WV2,WV.2,NA,NA,NA,NA,NA,91.5,5.3,16,0,61,C,12.6,2.966487489
WV2-3A,NY,WV,WV2,WV.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,3,4.413554557
WV3-1A,NY,WV,WV3,WV.3,NA,NA,NA,NA,NA,49.6,3.55,0,0,72,A,7,2.783934413
WV3-2A,NY,WV,WV3,WV.3,1.51,1.96,3.04,2.43,1,71.5,6.89,2,0,73,A,6.4,5.026548246
WV3-2B,NY,WV,WV3,WV.3,1.509,1.95,3.61,2.77,4,78.5,5,5,0,NA,B,13.2,2.445347795
WV3-2C,NY,WV,WV3,WV.3,1.519,1.97,2.66,2.15,3,65.6,5.61,2,0,NA,C,6.4,3.619114737
WV3-3A,NY,WV,WV3,WV.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,2,2.54867235
WV4-1A,NY,WV,WV4,WV.4,NA,NA,NA,NA,NA,104.1,5.97,11,0,61,A,15.3,4.20827295
WV4-1B,NY,WV,WV4,WV.4,1.489,1.93,2.67,2.07,4,33.5,4.4,26,13,50,B,14.2,3.769911184
WV4-2A,NY,WV,WV4,WV.4,1.491,1.93,2.99,2.55,3,NA,NA,NA,NA,NA,A,3.2,3.414259186
WV4-2B,NY,WV,WV4,WV.4,1.493,1.93,3.01,2.66,2,97.7,7,33,1,57,B,16.9,3.619114737
WV6-1A,NY,WV,WV6,WV.6,1.51,1.96,2.62,2.4,1,73,5.62,3,0,NA,A,4.1,3.351032164
WV6-1B,NY,WV,WV6,WV.6,1.503,1.95,3.43,3.04,4,NA,NA,NA,NA,NA,B,7.8,4.021238597
WV6-2A,NY,WV,WV6,WV.6,NA,NA,NA,NA,NA,110.5,6.64,24,0,61,A,18,3.479918016
WV6-2B,NY,WV,WV6,WV.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,5.1,4.021238597
WV6-2C,NY,WV,WV6,WV.6,NA,NA,NA,NA,NA,84.5,6,8,0,NA,C,6.3,4.308469925
WV6-3A,NY,WV,WV6,WV.6,1.518,1.97,3.07,2.98,1,NA,NA,NA,NA,NA,A,4.7,5.17016391
WV7-1A,NY,WV,WV7,WV.7,1.526,1.98,3.42,3.02,1,110.9,5.64,27,0,61,A,19.2,2.872313283
WV7-1B,NY,WV,WV7,WV.7,NA,NA,NA,NA,NA,103.9,7.13,18,0,62,B,19.4,2.180189601
WV7-1C,NY,WV,WV7,WV.7,1.554,2.01,3.16,2.39,3,94.1,7.1,20,0,68,C,12.1,4.523893421
WV7-2A,NY,WV,WV7,WV.7,NA,NA,NA,NA,NA,104.8,6.41,4,0,NA,A,10.2,3.290104306
WV7-2B,NY,WV,WV7,WV.7,1.535,1.99,2.97,2.49,4,100,6.5,36,1,57,B,19.1,2.966487489
WV7-3A,NY,WV,WV7,WV.7,1.494,1.93,3.01,2.59,1,100.3,8.84,19,0,59,A,12.1,3.17466205
WV8-1A,NY,WV,WV8,WV.8,NA,NA,NA,NA,NA,96.2,4.72,5,0,NA,A,3.7,5.322227554
WV8-1B,NY,WV,WV8,WV.8,1.468,1.9,3.67,2.65,4,80.8,7.12,28,1,57,B,16.7,4.20827295
WV8-1C,NY,WV,WV8,WV.8,1.498,1.94,2.26,1.99,3,84.5,6.4,9,0,60,C,7.3,3.619114737
WV8-2A,NY,WV,WV8,WV.8,NA,NA,NA,NA,NA,91.2,6.07,21,0,59,A,11.9,3.119926497
WV8-2B,NY,WV,WV8,WV.8,1.501,1.94,2.79,2.3,4,102.1,4.51,16,3,56,B,9.3,3.290104306
WV8-3A,NY,WV,WV8,WV.8,NA,NA,NA,NA,NA,81.2,4.54,27,2,49,A,12,2.437114301
